;Casa Reclusione Volterra;cr.volterra@giustiziacert.it;Maria Grazia Giampiccolo;Via Rampa Di Castello, 4 - 56048 Volterra (PI);2
;Centro per la Giustizia Minorile per il Lazio;cgm.roma.dgm@giustiziacert.it;Donatella Caponetti;Via V. Agnelli, 15 - 00151 Roma (RM);3
;Centro per la Giustizia Minorile per il Piemonte, la Valle d'Aosta e la Liguria - Torino;prot.cgm.torino@giustiziacert.it;n d;Corso Unione Sovietica, 327 - 10135 Torino (TO);3
;Centro per la Giustizia Minorile per il Piemonte, Liguria e la Valle d'Aosta;cgm.torino.dgm@giustiziacert.it;Antonio Pappalardo;Corso Unione Sovietica, 327 - 10135 Torino (TO);3
;Centro per la Giustizia Minorile per il Veneto, il Friuli Venezia Giulia ed il Trentino Alto Adige;cgm.venezia.dgm@giustiziacert.it;Paolo Attardo;Via Bissa - Mestre - 30173 Venezia (VE);3
;Centro Per la Giustizia Minorile Per il Abruzzo, Marche e Molise;cgm.laquila.dgm@giustiziacert.it;Concetto Zanghi;Via Acquasanta, 1 - 67100 L'Aquila (AQ);3
;Centro per la Giustizia Minorile per la Emilia Romagna;cgm.bologna.dgm@giustiziacert.it;Paolo Attardo;Via Del Pratello, 34 - 40122 Bologna (BO);3
;Centro per la Giustizia Minorile per la Emilia Romagna e le Marche - Bologna;prot.cgm.bologna@giustiziacert.it;n d;Via del Pratello, 34 - 40122 Bologna (BO);3
;Centro per la Giustizia Minorile per la Calabria - Catanzaro;prot.cgm.catanzaro@giustiziacert.it;n d;Via Paglia, 47 - 88100 Catanzaro (CZ);3
;Centro per la Giustizia Minorile per la Calabria e la Basilicata;cgm.catanzaro.dgm@giustiziacert.it;Angelo Meli;Via Paglia, 47 - 88100 Catanzaro (CZ);3
;Centro per la Giustizia Minorile per la Campania;cgm.napoli.dgm@giustiziacert.it;Giuseppe Centomani;Viale Colli Aminei, 44 - 80131 Napoli (NA);3
;Centro per la Giustizia Minorile per la Lombardia;cgm.milano.dgm@giustiziacert.it;Flavia Croce;Via G. Spagliardi - 20152 Milano (MI);3
;Centro per la Giustizia Minorile per la Lombardia - Milano;prot.cgm.milano@giustiziacert.it;n d;Via G. Spagliardi - 20152 Milano (MI);3
;Centro per la Giustizia Minorile per la Puglia;cgm.bari.dgm@giustiziacert.it;Francesca Perrini;Via Amendola, 172/C - 70126 Bari (BA);3
;Centro per la Giustizia Minorile per la Puglia e la Basilicata - Bari;prot.cgm.bari@giustiziacert.it;Francesca Perrini;Via Amendola, 172/C - 70126 Bari (BA);3
;Centro per la Giustizia Minorile per la Sardegna;cgm.cagliari.dgm@giustiziacert.it;Isabella Mastropasqua;Via Sassari, 3 - 09123 Cagliari (CA);3
;Centro per la Giustizia Minorile per la Sardegna - Cagliari;prot.cgm.cagliari@giustiziacert.it;n d;Via Sassari, 3 - 09123 Cagliari (CA);3
;Centro per la Giustizia Minorile per la Sicilia;cgm.palermo.dgm@giustiziacert.it;Angelo Meli;Via Principe Di Palagonia, 135 - 90145 Palermo (PA);3
;Centro per la Giustizia Minorile per la Toscana e l'Umbria;cgm.firenze.dgm@giustiziacert.it;Giuseppe Centomani;Via Bolognese, 86 - 50139 Firenze (FI);3
;Centro per la Giustizia Minorile per la Toscana e l'Umbria - Firenze;prot.cgm.firenze@giustiziacert.it;n d;Via Bolognese, 86 - 50139 Firenze (FI);3
;Corte di Appello di CATANZARO;prot.ca.catanzaro@giustiziacert.it;Carmela Bonarrigo;Via Falcone e Borsellino, snc (Piazza Matteotti) - 88100 Catanzaro (CZ);4
;Corte di Appello di NAPOLI;prot.ca.napoli@giustiziacert.it;Alfredo Orsini;Piazza Porzio, N.P.G. (4o piano Lotto 1) - Centro Direzionale - 80143 Napoli (NA);4
;Corte di appello di Ancona;prot.ca.ancona@giustiziacert.it;Giorgio De Cecco;Via Giosue' Carducci, 3 - 60121 Ancona (AN);4
;Corte di appello di Bari;prot.ca.bari@giustiziacert.it;Rosalba Cipparano;Piazza Enrico De Nicola, 1 - 70100 Bari (BA);4
;Corte di appello di Bologna;prot.ca.bologna@giustiziacert.it;Vilma Zini;Piazza dei Tribunali, 4 - 40124 Bologna (BO);4
;Corte di appello di Brescia;prot.ca.brescia@giustiziacert.it;Laura Giovanna Antonia Pizzorni;Via Lattanzio Gambara, 40 - 25100 Brescia (BS);4
;Corte di appello di Cagliari;prot.ca.cagliari@giustiziacert.it;Roberta Coni;Piazza della Repubblica, 18 - 09125 Cagliari (CA);4
;Corte di appello di Cagliari - sezione distaccata di Sassari;prot.ca.sassari@giustiziacert.it;Grazia Maria Righi;Via Budapest, 34 - 07100 Sassari (SS);4
;Corte di appello di Caltanissetta;prot.ca.caltanissetta@giustiziacert.it;Michele Testaquatra;Via Liberta', 5 - 93100 Caltanissetta (CL);4
;Corte di appello di Campobasso;prot.ca.campobasso@giustiziacert.it;Rossana Iesulauro;Piazza Vittorio Emanuele II, 26 - 86100 Campobasso (CB);4
;Corte di appello di Catania;prot.ca.catania@giustiziacert.it;Francesco Musumeci;Piazza Giovanni Verga - 95125 Catania (CT);4
;Corte di appello di Firenze;prot.ca.firenze@giustiziacert.it;Rita Aquilanti;Viale Alessandro Guidoni, 61 - 50127 Firenze (FI);4
;Corte di appello di Genova;prot.ca.genova@giustiziacert.it;Fabio Graziano;Piazza Portoria, 1 - 16121 Genova (GE);4
;Corte di appello di L'Aquila;prot.ca.laquila@giustiziacert.it;Fabrizia Francabandera;Via XX Settembre, 66 - 67100 L'Aquila (AQ);4
;Corte di appello di Lecce;prot.ca.lecce@giustiziacert.it;Sergio Gaetano Montanaro;Viale Michele De Pietro - 73100 Lecce (LE);4
;Corte di appello di Lecce - sezione distaccata di Taranto;prot.ca.taranto@giustiziacert.it;Carmelo Lenti;Via Giuseppe Impastato, 1/C - 74123 Taranto (TA);4
;Corte di appello di Messina;prot.ca.messina@giustiziacert.it;Claudio Marino;Piazza Francesco Maurolico, snc - 98100 Messina (ME);4
;Corte di appello di Milano;prot.ca.milano@giustiziacert.it;Rosalba Di Francesco;Via Carlo Freguglia, 1 - 20122 Milano (MI);4
;Corte di appello di Palermo;prot.ca.palermo@giustiziacert.it;Santo Ippolito;Piazza Vittorio Emanuele Orlando, 1 - 90138 Palermo (PA);4
;Corte di appello di Perugia;prot.ca.perugia@giustiziacert.it;n d;Piazza Giacomo Matteotti, 22 - 06121 Perugia (PG);4
;Corte di appello di Potenza;prot.ca.potenza@giustiziacert.it;Cosimo Epifani;Via Nazario Sauro, 71 - 85100 Potenza (PZ);4
;Corte di appello di Reggio Calabria;prot.ca.reggiocalabria@giustiziacert.it;n d;Piazza Castello, 2 - 89100 Reggio Calabria (RC);4
;Corte di appello di Roma;prot.ca.roma@giustiziacert.it;maria maddalena;Via Antonio Varisco, 3/5 - 00136 Roma (RM);4
;Corte di appello di Salerno;prot.ca.salerno@giustiziacert.it;Raffaele Mea;Corso Giuseppe Garibaldi, 182 - 84100 Salerno (SA);4
;Corte di appello di Torino;prot.ca.torino@giustiziacert.it;Valerio Tenga;Corso Vittorio Emanuele II, 130 - 10138 Torino (TO);4
;Corte di appello di Trento;prot.ca.trento@giustiziacert.it;Sandro Pettinato;Largo Luigi Pigarelli, 1 - 38122 Trento (TN);4
;Corte di appello di Trento - sezione distaccata di Bolzano;prot.ca.bolzano@giustiziacert.it;Kurt Pichler;Corso Liberta', 23 - 39100 Bolzano (BZ);4
;Corte di appello di Trieste;prot.ca.trieste@giustiziacert.it;Michela Consoli;Foro Ulpiano, 1 - 34133 Trieste (TS);4
;Corte di appello di Venezia;prot.ca.venezia@giustiziacert.it;Giuseppa Indelicato;Sestriere San Marco, 3978 - 30124 Venezia (VE);4
;Corte Suprema di Cassazione di Roma;prot.cassazione@giustiziacert.it;Vincenzo Di Carlo;Piazza Cavour s.n.c. - 00193 Roma (RM);5
;Giudice di Pace di Abbiategrasso;prot.gdp.abbiategrasso@giustiziacert.it;n d;Viale Paolo, VI, 2 - 20081 Abbiategrasso (MI);6
;Giudice di Pace di Acerra;prot.gdp.acerra@giustiziacert.it;n d;Via Falcone Borsellino C/O Pretura - 80011 Acerra (NA);6
;Giudice di Pace di Acireale;prot.gdp.acireale@giustiziacert.it;n d;Corso Umberto, 179 - 95024 Acireale (CT);6
;Giudice di Pace di Acqui Terme;prot.gdp.acquiterme@giustiziacert.it;n d;Piazza San Guido, 2 - 15011 Acqui Terme (AL);6
;Giudice di Pace di Acri;prot.gdp.acri@giustiziacert.it;n d;Via Vincenzo Baffi - 87041 Acri (CS);6
;Giudice di Pace di Adrano;prot.gdp.adrano@giustiziacert.it;n d;Piazza Umberto, 32 - 95031 Adrano (CT);6
;Giudice di Pace di Afragola;prot.gdp.afragola@giustiziacert.it;n d;Corso d'Italia, 33 - 80021 Afragola (NA);6
;Giudice di Pace di Agira;prot.gdp.agira@giustiziacert.it;n d;Piazza F. Fedele, 1 - 94011 Agira (EN);6
;Giudice di Pace di Agnone;prot.gdp.agnone@giustiziacert.it;n d;Piazza D. Alighieri, 51 - 86081 Agnone (IS);6
;Giudice di Pace di Agrigento;prot.gdp.agrigento@giustiziacert.it;n d;Via della Autonomia, 1 - 92100 Agrigento (AG);6
;Giudice di Pace di Agropoli;prot.gdp.agropoli@giustiziacert.it;n d;Via Madonna del Carmine - 84043 Agropoli (SA);6
;Giudice di Pace di Airola;prot.gdp.airola@giustiziacert.it;n d;Via Fossa Arena - 82011 Airola (BN);6
;Giudice di Pace di Alatri;prot.gdp.alatri@giustiziacert.it;n d;Piazza Regina Margherita - 03011 Alatri (FR);6
;Giudice di Pace di Alba;prot.gdp.alba@giustiziacert.it;n d;Piazza Medford, 1 - 12051 Alba (CN);6
;Giudice di Pace di Alcamo;prot.gdp.alcamo@giustiziacert.it;n d;Via Verga, 67 - 91011 Alcamo (TP);6
;Giudice di Pace di Alessandria;prot.gdp.alessandria@giustiziacert.it;n d;Via A. Gramsci, 59/A - 15121 Alessandria (AL);6
;Giudice di Pace di Ali' Terme;prot.gdp.aliterme@giustiziacert.it;n d;Via Francesco Crispi, 1 - 98021 Ali' Terme (ME);6
;Giudice di Pace di Altamura;prot.gdp.altamura@giustiziacert.it;n d;Piazza Santoro Passarelli - 70022 Altamura (BA);6
;Giudice di Pace di Amalfi;prot.gdp.amalfi@giustiziacert.it;n d;Via Municipio, 11 - 84010 Tramonti (SA);6
;Giudice di Pace di Ancona;prot.gdp.ancona@giustiziacert.it;n d;Via dell'Industria, 9 - 60127 Ancona (AN);6
;Giudice di Pace di Andria;prot.gdp.andria@giustiziacert.it;n d;Via Michelangelo - 76123 Andria (BT);6
;Giudice di Pace di Aosta;prot.gdp.aosta@giustiziacert.it;n d;Reg. Borgnalle, 10/L - 11100 Aosta (AO);6
;Giudice di Pace di Arcidosso;prot.gdp.arcidosso@giustiziacert.it;n d;Piazza Indipendenza, 29 - 58031 Arcidosso (GR);6
;Giudice di Pace di Arezzo;prot.gdp.arezzo@giustiziacert.it;n d;Piazza G. Falcone e P. Borsellino, 1 - 52100 Arezzo (AR);6
;Giudice di Pace di Ariano Irpino;prot.gdp.arianoirpino@giustiziacert.it;n d;Piazza P.S. Mancini - Zona Calvario - 83031 Ariano Irpino (AV);6
;Giudice di Pace di Arienzo;prot.gdp.arienzo@giustiziacert.it;n d;Via Roma - 81021 Arienzo (CE);6
;Giudice di Pace di Ascoli Piceno;prot.gdp.ascolipiceno@giustiziacert.it;n d;Via Asiago, 2 - 63100 Ascoli Piceno (AP);6
;Giudice di Pace di Asti;prot.gdp.asti@giustiziacert.it;n d;Piazza Catena, 3 - 14100 Asti (AT);6
;Giudice di Pace di Atri;prot.gdp.atri@giustiziacert.it;n d;Via Elio Adriano - 64032 Atri (TE);6
;Giudice di Pace di Avellino;prot.gdp.avellino@giustiziacert.it;n d;Via Mancini, 1 - Palazzo De Peruta - 83100 Avellino (AV);6
;Giudice di Pace di Avezzano;prot.gdp.avezzano@giustiziacert.it;n d;Via Camillo Corradini, 148 - 67051 Avezzano (AQ);6
;Giudice di Pace di Avola;prot.gdp.avola@giustiziacert.it;n d;Via Labriola, 58 - 96012 Avola (SR);6
;Giudice di Pace di Barcellona Pozzo di Gotto;prot.gdp.barcellonapozzodigotto@giustiziacert.it;n d;Via Pitagora, 67 - 98051 Barcellona Pozzo di Gotto (ME);6
;Giudice di Pace di Bari;prot.gdp.bari@giustiziacert.it;n d;Traversa 71. Viale Europa, 73 - 70100 Bari (BA);6
;Giudice di Pace di Barletta;prot.gdp.barletta@giustiziacert.it;n d;Via Beccaria, 1 - 76121 Barletta (BT);6
;Giudice di Pace di Barra;prot.gdp.barra@giustiziacert.it;n d;Via della Villa Romana - 80147 Napoli (NA);6
;Giudice di Pace di Barrafranca;prot.gdp.barrafranca@giustiziacert.it;n d;Viale S. Ritrovato - 94012 Barrafranca (EN);6
;Giudice di Pace di Bassano del Grappa;prot.gdp.bassanodelgrappa@giustiziacert.it;n d;Largo Parolini, 29 - 36061 Bassano del Grappa (VI);6
;Giudice di Pace di Belluno;prot.gdp.belluno@giustiziacert.it;n d;Via Tasso 19 - 32100 Belluno (BL);6
;Giudice di Pace di Belpasso;prot.gdp.belpasso@giustiziacert.it;n d;Via A. De Gasperi, 66 - 95032 Belpasso (CT);6
;Giudice di Pace di Belvedere Marittimo;prot.gdp.belvederemarittimo@giustiziacert.it;n d;Via Vetticello - 87021 Belvedere Marittimo (CS);6
;Giudice di Pace di Benevento;prot.gdp.benevento@giustiziacert.it;n d;Piazza Risorgimento, 16 - 82100 Benevento (BN);6
;Giudice di Pace di Bergamo;prot.gdp.bergamo@giustiziacert.it;n d;Via Stoppani, 15 - 24100 Bergamo (BG);6
;Giudice di Pace di Biancavilla;prot.gdp.biancavilla@giustiziacert.it;n d;Via F. Turati, 42 - 95033 Biancavilla (CT);6
;Giudice di Pace di Biella;prot.gdp.biella@giustiziacert.it;n d;Via Italia, 54 - 13900 Biella (BI);6
;Giudice di Pace di Bisceglie;prot.gdp.bisceglie@giustiziacert.it;n d;Piazza S. Francesco, 4 - 76011 Bisceglie (BT);6
;Giudice di Pace di Bivona;prot.gdp.bivona@giustiziacert.it;n d;Piazza Picone - 92010 Bivona (AG);6
;Giudice di Pace di Bologna;prot.gdp.bologna@giustiziacert.it;n d;Via Ilio Barontini, 16 - 40137 Bologna (BO);6
;Giudice di Pace di Bolzano;prot.gdp.bolzano@giustiziacert.it;Christine Braunhofer;Galleria Europa, 15 - 39100 Bolzano (BZ);6
;Giudice di Pace di Borgo Valsugana;prot.gdp.borgovalsugana@giustiziacert.it;Giorgio De Carli;Via IV Novembre, 1 - 38051 Borgo Valsugana (TN);6
;Giudice di Pace di Brescia;prot.gdp.brescia@giustiziacert.it;n d;Via Vittorio Emanuele II, 8 - 25122 Brescia (BS);6
;Giudice di Pace di Bressanone;prot.gdp.bressanone@giustiziacert.it;Giuseppa Di Bella;Piazza Duomo, 3 - 39042 Bressanone (BZ);6
;Giudice di Pace di Brindisi;prot.gdp.brindisi@giustiziacert.it;n d;Via U. Foscolo, 5 - 72100 Brindisi (BR);6
;Giudice di Pace di Bronte;prot.gdp.bronte@giustiziacert.it;n d;Via Amedeo Duca d'Aosta, 27 - 95034 Bronte (CT);6
;Giudice di Pace di Brunico;prot.gdp.brunico@giustiziacert.it;Davide Pedevilla;Piazza Municipio 1A Ingresso Torre - 39031 Brunico (BZ);6
;Giudice di Pace di Buccino;prot.gdp.buccino@giustiziacert.it;n d;Piazza IV Novembre - 84021 Buccino (SA);6
;Giudice di Pace di Busto Arsizio;prot.gdp.bustoarsizio@giustiziacert.it;n d;Viale Milano, 21 - 21013 Gallarate (VA);6
;Giudice di Pace di Cagliari;prot.gdp.cagliari@giustiziacert.it;n d;Via Grazia Deledda 52 - 09127 Cagliari (CA);6
;Giudice di Pace di Caltagirone;prot.gdp.caltagirone@giustiziacert.it;n d;Via Santa Maria di Gesy - 95041 Caltagirone (CT);6
;Giudice di Pace di Caltanissetta;prot.gdp.caltanissetta@giustiziacert.it;n d;Via Malta N. 9 - 93100 Caltanissetta (CL);6
;Giudice di Pace di Camerino;prot.gdp.camerino@giustiziacert.it;Gianfranco Coccioli;Loc. Caselle, 1 - 62032 Camerino (MC);6
;Giudice di Pace di Campana;prot.gdp.campana@giustiziacert.it;n d;Piazza Parlamento - 87061 Campana (CS);6
;Giudice di Pace di Campobasso;prot.gdp.campobasso@giustiziacert.it;n d;VIA FRANCESCO CRISPI N. 4 - 86100 Campobasso (CB);6
;Giudice di Pace di Canosa di Puglia;prot.gdp.canosadipuglia@giustiziacert.it;n d;Via Guido Rossi, 72 - 76012 Canosa di Puglia (BT);6
;Giudice di Pace di Capaccio Paestum;prot.gdp.capaccio@giustiziacert.it;n d;Via Giovanni Sacco, 14 - 84047 Capaccio (SA);6
;Giudice di Pace di Capri;prot.gdp.capri@giustiziacert.it;n d;Vicolo Palazzo, 33 - 80073 Capri (NA);6
;Giudice di Pace di Cariati;prot.gdp.cariati@giustiziacert.it;n d;Via S. d'Acquisto - 87062 Cariati (CS);6
;Giudice di Pace di Carinola;prot.gdp.carinola@giustiziacert.it;n d;Corso Umberto I - 81030 Carinola (CE);6
;Giudice di Pace di Carrara;prot.gdp.carrara@giustiziacert.it;n d;Via P. Tacca, 34 - 54033 Carrara (MS);6
;Giudice di Pace di Casale Monferrato;prot.gdp.casalemonferrato@giustiziacert.it;n d;Piazza S. Francesco, 16 - 15033 Casale Monferrato (AL);6
;Giudice di Pace di Caserta;prot.gdp.caserta@giustiziacert.it;n d;Via Arena Frazione S. Benedetto - 81100 Caserta (CE);6
;Giudice di Pace di Casoria;prot.gdp.casoria@giustiziacert.it;n d;Via Pio XII, 130 - 80026 Casoria (NA);6
;Giudice di Pace di Cassino;prot.gdp.cassino@giustiziacert.it;n d;Via Tasso - 03043 Cassino (FR);6
;Giudice di Pace di Castel di Sangro;prot.gdp.casteldisangro@giustiziacert.it;n d;Via Costa Calda, 11 - 67031 Castel di Sangro (AQ);6
;Giudice di Pace di Castelnuovo di Garfagnana;prot.gdp.castelnuovodigarfagnana@giustiziacert.it;Sergio Guidotti;Via Vittorio Emanuele, 9 - 55032 Castelnuovo di Garfagnana (LU);6
;Giudice di Pace di Castelvetrano;prot.gdp.castelvetrano@giustiziacert.it;n d;Via Sardegna, 7 - 91022 Castelvetrano (TP);6
;Giudice di Pace di Castiglione del Lago;prot.gdp.castiglione@giustiziacert.it;n d;Via del Progresso, 7 - 06061 Castiglione del Lago (PG);6
;Giudice di Pace di Castrovillari;prot.gdp.castrovillari@giustiziacert.it;n d;Via Schiavello - 87012 Castrovillari (CS);6
;Giudice di Pace di Catania;prot.gdp.catania@giustiziacert.it;n d;Via Matteo Renato Imbriani, 226 - 95128 Catania (CT);6
;Giudice di Pace di Catanzaro;prot.gdp.catanzaro@giustiziacert.it;n d;Via Acri - 88100 Catanzaro (CZ);6
;Giudice di Pace di Cava De' Tirreni;prot.gdp.cavadetirreni@giustiziacert.it;n d;Viale Marconi - 84013 Cava de' Tirreni (SA);6
;Giudice di Pace di Cavalese;prot.gdp.cavalese@giustiziacert.it;Adriano Munari;Piazza Verdi 5 - 38033 Cavalese (TN);6
;Giudice di Pace di Cecina;prot.gdp.cecina@giustiziacert.it;n d;Via Marcello Landi - 57023 Cecina (LI);6
;Giudice di Pace di Centuripe;prot.gdp.centuripe@giustiziacert.it;n d;Via San Nicola, 57 - 94010 Centuripe (EN);6
;Giudice di Pace di Cerignola;prot.gdp.cerignola@giustiziacert.it;n d;Via G. Falcone, 41 - 71042 Cerignola (FG);6
;Giudice di Pace di Cervinara;prot.gdp.cervinara@giustiziacert.it;n d;Via Ciriaco di Roma - 83012 Cervinara (AV);6
;Giudice di Pace di Cetraro;prot.gdp.cetraro@giustiziacert.it;n d;Piazza Gino Zammelli - 87022 Cetraro (CS);6
;Giudice di Pace di Chiari;prot.gdp.chiari@giustiziacert.it;n d;Piazza Martiri della Liberta', 26 - 25032 Chiari (BS);6
;Giudice di Pace di Chiaromonte;prot.gdp.chiaromonte@giustiziacert.it;n d;Via Garibaldi - 85032 Chiaromonte (PZ);6
;Giudice di Pace di Chiavari;prot.gdp.chiavari@giustiziacert.it;n d;Via Rivarola, 17 - 16043 Chiavari (GE);6
;Giudice di Pace di Chieti;prot.gdp.chieti@giustiziacert.it;n d;Via Cesare Battisti, 16 - 66100 Chieti (CH);6
;Giudice di Pace di Chioggia;prot.gdp.chioggia@giustiziacert.it;n d;Viale Stazione, 5 - 30015 Chioggia (VE);6
;Giudice di Pace di Ciro';prot.gdp.ciro@giustiziacert.it;n d;Corso Lilio - 88813 Ciro' (KR);6
;Giudice di Pace di Citta' della Pieve;prot.gdp.cittadellapieve@giustiziacert.it;n d;Via Pietro Vannucci, 41 - 06062 Citta' della Pieve (PG);6
;Giudice di Pace di Citta' di Castello;prot.gdp.castello@giustiziacert.it;n d;Via S. Antonio, 3 - 06012 Citta' di Castello (PG);6
;Giudice di Pace di Civitavecchia;prot.gdp.civitavecchia@giustiziacert.it;n d;Via dei Colli, 30 - 00053 Civitavecchia (RM);6
;Giudice di Pace di Cles;prot.gdp.cles@giustiziacert.it;Goretta Berselli;P.zza Municipio 3 - 38023 Cles (TN);6
;Giudice di Pace di Como;prot.gdp.como@giustiziacert.it;n d;Viale Innocenzo XI, 75 - 22100 Como (CO);6
;Giudice di Pace di Conegliano;prot.gdp.conegliano@giustiziacert.it;n d;Piazza Beccaria, 1 - 31015 Conegliano (TV);6
;Giudice di Pace di Corato;prot.gdp.corato@giustiziacert.it;n d;Corso Cavour, 23 - 70033 Corato (BA);6
;Giudice di Pace di Corigliano Calabro;prot.gdp.coriglianocalabro@giustiziacert.it;n d;Via Principe Umberto - 87064 Corigliano Calabro (CS);6
;Giudice di Pace di Corleone;prot.gdp.corleone@giustiziacert.it;n d;Via G. Verdi - 90034 Corleone (PA);6
;Giudice di Pace di Cosenza;prot.gdp.cosenza@giustiziacert.it;n d;Via Antonio Guarasci s.n.c. - 87100 Cosenza (CS);6
;Giudice di Pace di Crema;prot.gdp.crema@giustiziacert.it;n d;Via Matilde di Canossa, 22 - 26013 Crema (CR);6
;Giudice di Pace di Cremona;prot.gdp.cremona@giustiziacert.it;n d;Via Jacini, 6/A - 26100 Cremona (CR);6
;Giudice di Pace di Crotone;prot.gdp.crotone@giustiziacert.it;n d;Via Vittorio Veneto - 88900 Crotone (KR);6
;Giudice di Pace di Cuneo;prot.gdp.cuneo@giustiziacert.it;n d;Via Bassignano,10 - 12100 Cuneo (CN);6
;Giudice di Pace di Dolo;prot.gdp.dolo@giustiziacert.it;n d;Piazzetta degli Storti, 6 - 30031 Dolo (VE);6
;Giudice di Pace di Eboli;prot.gdp.eboli@giustiziacert.it;n d;Via Mario Pagano, 1 - 84025 Eboli (SA);6
;Giudice di Pace di Egna;prot.gdp.egna@giustiziacert.it;Antonia Ceolan;Via Bolzano 31 - 39044 Egna (BZ);6
;Giudice di Pace di Empoli;prot.gdp.empoli@giustiziacert.it;Marilena Rizzo;Via Raffaello Sanzio, 123 - 50053 Empoli (FI);6
;Giudice di Pace di Enna;prot.gdp.enna@giustiziacert.it;n d;Viale Diaz - 94100 Enna (EN);6
;Giudice di Pace di Fabriano;prot.gdp.fabriano@giustiziacert.it;n d;Largo B. da Sassoferrato - 60044 Fabriano (AN);6
;Giudice di Pace di Faenza;prot.gdp.faenza@giustiziacert.it;n d;Corso Matteotti, 3 - 48018 Faenza (RA);6
;Giudice di Pace di Fano;prot.gdp.fano@giustiziacert.it;n d;Via E. De Amicis, 16 - 61032 Fano (PU);6
;Giudice di Pace di Ferentino;prot.gdp.ferentino@giustiziacert.it;n d;Via Casilina Nord, 2/A - 03013 Ferentino (FR);6
;Giudice di Pace di Fermo;prot.gdp.fermo@giustiziacert.it;n d;Via S. Alessandro, 3 - 63900 Fermo (FM);6
;Giudice di Pace di Ferrara;prot.gdp.ferrara@giustiziacert.it;n d;Via Borgo dei Leoni, 60 - 44121 Ferrara (FE);6
;Giudice di Pace di Filadelfia;prot.gdp.filadelfia@giustiziacert.it;n d;Via Galluppi, 16 - 89814 Filadelfia (VV);6
;Giudice di Pace di Finale Emilia;prot.gdp.finaleemilia@giustiziacert.it;n d;Piazza G. Garibaldi, 17 - 41034 Finale Emilia (MO);6
;Giudice di Pace di Firenze;prot.gdp.firenze@giustiziacert.it;n d;Viale Guidoni, 61 - 50127 Firenze (FI);6
;Giudice di Pace di Foggia;prot.gdp.foggia@giustiziacert.it;n d;Corso del Mezzogiorno angolo Viale Ofanto - 71121 Foggia (FG);6
;Giudice di Pace di Foligno;prot.gdp.foligno@giustiziacert.it;n d;Via Nazzario Sauro, 4 - 06034 Foligno (PG);6
;Giudice di Pace di Fondi;prot.gdp.fondi@giustiziacert.it;n d;Via Vittorio Occorsio - 04022 Fondi (LT);6
;Giudice di Pace di Forli';prot.gdp.forli@giustiziacert.it;n d;Via Monte Santo, 3 - 47122 Forli' (FC);6
;Giudice di Pace di Frattamaggiore;prot.gdp.frattamaggiore@giustiziacert.it;n d;Via Vergara, 10 - 80027 Frattamaggiore (NA);6
;Giudice di Pace di Frosinone;prot.gdp.frosinone@giustiziacert.it;n d;Via Tiburtina, 321 - 03100 Frosinone (FR);6
;Giudice di Pace di Gaeta;prot.gdp.gaeta@giustiziacert.it;n d;Piazza XIX Maggio - 04024 Gaeta (LT);6
;Giudice di Pace di Gallipoli;prot.gdp.gallipoli@giustiziacert.it;n d;Piazza Ferrarese - 73014 Gallipoli (LE);6
;Giudice di Pace di Gangi;prot.gdp.gangi@giustiziacert.it;n d;Via Vittorio Emanuele, 93 - 90024 Gangi (PA);6
;Giudice di Pace di Gela;prot.gdp.gela@giustiziacert.it;n d;Viale Paroli, 19 - 93012 Gela (CL);6
;Giudice di Pace di Gemona del Friuli;prot.gdp.gemonadelfriuli@giustiziacert.it;n d;Piazza Garibaldi, 5 - 33013 Gemona del Friuli (UD);6
;Giudice di Pace di Genova;prot.gdp.genova@giustiziacert.it;n d;Via De Amicis, 2 - 16122 Genova (GE);6
;Giudice di Pace di Giarre;prot.gdp.giarre@giustiziacert.it;n d;Corso Europa - 95014 Giarre (CT);6
;Giudice di Pace di Gissi;prot.gdp.gissi@giustiziacert.it;n d;Via Giuseppe Mariani, 13 - 66052 Gissi (CH);6
;Giudice di Pace di Gorizia;prot.gdp.gorizia@giustiziacert.it;n d;Via IV Novembre, 22 - 34170 Gorizia (GO);6
;Giudice di Pace di Gragnano;prot.gdp.gragnano@giustiziacert.it;n d;Via Vittorio Veneto - 80054 Gragnano (NA);6
;Giudice di Pace di Gravina in Puglia;prot.gdp.gravinainpuglia@giustiziacert.it;n d;Via Tripoli, 56 - 70024 Gravina in Puglia (BA);6
;Giudice di Pace di Grosseto;prot.gdp.grosseto@giustiziacert.it;n d;Via Isarco, 1 - 58100 Grosseto (GR);6
;Giudice di Pace di Grottaglie;prot.gdp.grottaglie@giustiziacert.it;n d;Piazza Regina Margherita, 6 - 74023 Grottaglie (TA);6
;Giudice di Pace di Grumello del Monte;prot.gdp.grumellodelmonte@giustiziacert.it;n d;Piazza Mons. Carminati, 9 - 24064 Grumello del Monte (BG);6
;Giudice di Pace di Guardia Sanframondi;prot.gdp.guardiasanframondi@giustiziacert.it;n d;Piazza Canalicchio - 82034 Guardia Sanframondi (BN);6
;Giudice di Pace di Guardiagrele;prot.gdp.guardiagrele@giustiziacert.it;n d;Via Occidentale, 16 - 66016 Guardiagrele (CH);6
;Giudice di Pace di Gubbio;prot.gdp.gubbio@giustiziacert.it;n d;Via XX Settembre - 06024 Gubbio (PG);6
;Giudice di Pace di Imola;prot.gdp.imola@giustiziacert.it;n d;Piazzale Pertini, 4 - 40026 Imola (BO);6
